,ENVProjectID,ENVNodeID,node_distances,override_type,pred_method
12621,3040-10685-Traditional,AMOCOOIL_E_1-ERCOT-LMP,0.006786614,,predicted
12622,3040-10686-Traditional,AMOCOOIL_E_1-ERCOT-LMP,0.006786614,,predicted
12623,3040-10683-Traditional,AMOCOOIL_E_1-ERCOT-LMP,0.006786614,,predicted
12624,3040-10684-Traditional,AMOCOOIL_E_1-ERCOT-LMP,0.006786614,,predicted
16219,1515-EnergyStorage,GLA_LNODEXF1-CAISO-LMP,0.007838831,,predicted
20955,3405-11876-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20956,3405-11878-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20957,3405-11881-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20958,3405-11877-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20959,3405-11880-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20960,3405-11879-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
20961,3405-11882-Traditional,GRE.PRINC1-MISO-LMP,0.008172117,,predicted
24562,1493-5208-Traditional,LSPR_GNODE011-CAISO-LMP,0.008196451,,predicted
24563,1493-5211-Traditional,LSPR_GNODE011-CAISO-LMP,0.008196451,,predicted
24564,1493-5210-Traditional,LSPR_GNODE011-CAISO-LMP,0.008196451,,predicted
24565,1493-5209-Traditional,LSPR_GNODE011-CAISO-LMP,0.008196451,,predicted
18048,5071-16863-Traditional,EVERGBIO_NODEO-CAISO-LMP,0.00827874,,predicted
18049,5071-16864-Traditional,EVERGBIO_NODEO-CAISO-LMP,0.00827874,,predicted
18050,5071-16862-Traditional,EVERGBIO_NODEO-CAISO-LMP,0.00827874,,predicted
11147,1843-6424-Traditional,UN.PEQUONCK13.8BHR4-NEISO-LMP,0.008364974,,predicted
11148,1843-23199-Traditional,UN.PEQUONCK13.8BHR4-NEISO-LMP,0.008364974,,predicted
11149,1843-23198-Traditional,UN.PEQUONCK13.8BHR4-NEISO-LMP,0.008364974,,predicted
11150,1843-6423-Traditional,UN.PEQUONCK13.8BHR4-NEISO-LMP,0.008364974,,predicted
11151,1843-6425-Traditional,UN.PEQUONCK13.8BHR4-NEISO-LMP,0.008364974,,predicted
0,1001-13710-Traditional,GRE.MAPLEMAPL-MISO-LMP,0.008445072,,predicted
33059,2254-7873-Traditional,POD_NAROW2_2_UNIT-APND-CAISO-LMP,0.008618268,,predicted
15008,6960-22447-Traditional,S.CLARA_6_N021-CAISO-LMP,0.008667759,,predicted
15009,6960-22449-Traditional,S.CLARA_6_N021-CAISO-LMP,0.008667759,,predicted
15010,6960-22448-Traditional,S.CLARA_6_N021-CAISO-LMP,0.008667759,,predicted
27038,6212-19781-Traditional,NHOGAN_6_UNITS-APND-CAISO-LMP,0.008964884,,predicted
27039,6212-19780-Traditional,NHOGAN_6_UNITS-APND-CAISO-LMP,0.008964884,,predicted
29765,62875-Renewable,EES.RILLA.ARR-MISO-LMP,0.009040651,,predicted
33400,3452-12038-Traditional,COGNTNL_7_B1-CAISO-LMP,0.009499836,,predicted
21705,5117-16948-Traditional,ROB_GNODET-CAISO-LMP,0.009890135,,predicted
34520,961-3299-Traditional,LEMOLO2_NODET-CAISO-LMP,0.009890135,,predicted
18120,5196-17124-Traditional,CLPR_GNODE001-CAISO-LMP,0.01000126,,predicted
7273,5600-EnergyStorage,SOUTHWES138 KV  CAPITAL-PJM-LMP,0.010152563,,predicted
32229,5613-18309-Traditional,PHP2_7_GNODE2-CAISO-LMP,0.01022351,,predicted
34030,68120-Renewable,TILLMAN 138 KV  T1-PJM-LMP,0.010245489,,predicted
30073,1804-6314-Traditional,JAY_GNODE1-CAISO-LMP,0.010286049,,predicted
30074,1804-6313-Traditional,JAY_GNODE1-CAISO-LMP,0.010286049,,predicted
32538,1284-4517-Traditional,ALTE.SFONDDLG1-MISO-LMP,0.010438024,,predicted
32539,1284-4518-Traditional,ALTE.SFONDDLG1-MISO-LMP,0.010438024,,predicted
32540,1284-4519-Traditional,ALTE.SFONDDLG1-MISO-LMP,0.010438024,,predicted
32541,1284-4516-Traditional,ALTE.SFONDDLG1-MISO-LMP,0.010438024,,predicted
25573,5553-18096-Traditional,CRYPSE_LNODERGS-CAISO-LMP,0.010706906,,predicted
29793,6403-Renewable,RAMNGEN_7_N003-CAISO-LMP,0.010854508,,predicted
24470,1187-4226-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
24471,1187-27125-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
24472,1187-4224-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
24473,1187-4225-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
24474,1187-4222-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
24475,1187-4223-Traditional,ALTW.BRLGTN1-MISO-LMP,0.010945433,,predicted
33144,3568-EnergyStorage,HANGING ROCK-PJM-LMP,0.01103374,,predicted
3907,2727-9616-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3908,2727-9618-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3909,2727-9619-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3910,2727-9620-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3911,2727-9621-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3912,2727-9617-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
3913,2727-9615-Traditional,AMIL.VIN_AVINT-MISO-LMP,0.011112511,,predicted
5675,3803-12842-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5676,3803-12840-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5677,3803-12843-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5678,3803-12847-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5679,3803-12844-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5680,3803-12846-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5681,3803-12848-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5682,3803-12841-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5683,3803-12839-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
5684,3803-12845-Traditional,PRAP_2_GNODE1-CAISO-LMP,0.011112511,,predicted
21959,59-160-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
21960,59-164-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
21961,59-156-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
21962,59-158-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
21963,59-162-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
21964,59-166-Traditional,BAYVIEW 4 KV    G1-PJM-LMP,0.011112511,,predicted
29796,6414-20359-Traditional,KEKAWAKA_6_N001-CAISO-LMP,0.011112511,,predicted
29831,6756-21902-Traditional,WHEATLND_6_N006-CAISO-LMP,0.011112511,,predicted
29832,6756-21901-Traditional,WHEATLND_6_N006-CAISO-LMP,0.011112511,,predicted
35058,6121-19536-Traditional,POD_SNDBAR_7_UNIT 1-APND-CAISO-LMP,0.011112511,,predicted
34427,5961-19194-Traditional,BADM_GNODEADM-CAISO-LMP,0.011223636,,predicted
15609,967-13742-Traditional,TOKETEE_NODE1-CAISO-LMP,0.011301089,,predicted
15610,967-3314-Traditional,TOKETEE_NODE1-CAISO-LMP,0.011301089,,predicted
15611,967-13743-Traditional,TOKETEE_NODE1-CAISO-LMP,0.011301089,,predicted
21703,5038-16803-Traditional,COWCREEK_6_N001-CAISO-LMP,0.012502911,,predicted
21704,5038-16804-Traditional,COWCREEK_6_N001-CAISO-LMP,0.012502911,,predicted
21380,36621-Renewable,ETIWANDA_6_GN003-CAISO-LMP,0.013050992,,predicted
499,1026-3485-Traditional,SG2_GNODEGEN6-CAISO-LMP,0.013407278,,predicted
500,1026-3486-Traditional,SG2_GNODEGEN6-CAISO-LMP,0.013407278,,predicted
501,1026-13936-Traditional,SG2_GNODEGEN6-CAISO-LMP,0.013407278,,predicted
18521,674-2317-Traditional,LD.TORRNGTN115-NEISO-LMP,0.013614705,,predicted
13821,3966-EnergyStorage,BRWNSVY_6_N001-CAISO-LMP,0.013637192,,predicted
31223,5614-18310-Traditional,PHP1_7_GNODE1-CAISO-LMP,0.013668389,,predicted
26033,1350-4758-Traditional,HAASPH_7_PL1X2-APND-CAISO-LMP,0.013779514,,predicted
26034,1350-4757-Traditional,HAASPH_7_PL1X2-APND-CAISO-LMP,0.013779514,,predicted
32702,330-1082-Traditional,SALNRGN_7_B1-CAISO-LMP,0.014297247,,predicted
5964,400-1350-Traditional,ULTRAOGL_7_N001-CAISO-LMP,0.014312267,,predicted
26350,319-1063-Traditional,DEXZEL_1_N001-CAISO-LMP,0.014332921,,predicted
26351,319-1060-Traditional,DEXZEL_1_N001-CAISO-LMP,0.014332921,,predicted
26352,319-1062-Traditional,DEXZEL_1_N001-CAISO-LMP,0.014332921,,predicted
26353,319-1061-Traditional,DEXZEL_1_N001-CAISO-LMP,0.014332921,,predicted
33635,32931-Renewable,CCSUB_6_N024-CAISO-LMP,0.014419173,,predicted
30172,2311-EnergyStorage,ES_LNODE12A-CAISO-LMP,0.014464518,,predicted
31007,285-938-Traditional,CSWSEASTMANUNEASTMAN-SPP-LMP,0.014540544,,predicted
31008,285-940-Traditional,CSWSEASTMANUNEASTMAN-SPP-LMP,0.014540544,,predicted
31009,285-939-Traditional,CSWSEASTMANUNEASTMAN-SPP-LMP,0.014540544,,predicted
28012,445-1529-Traditional,UN.MEDWAYJ313.8WMJ3-NEISO-LMP,0.014600899,,predicted
28013,445-1528-Traditional,UN.MEDWAYJ313.8WMJ3-NEISO-LMP,0.014600899,,predicted
28014,445-1530-Traditional,UN.MEDWAYJ313.8WMJ3-NEISO-LMP,0.014600899,,predicted
4158,2980-23197-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4159,2980-23196-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4160,2980-11521-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4161,2980-11516-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4162,2980-11520-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4163,2980-11514-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4164,2980-11519-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4165,2980-11517-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4166,2980-11515-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
4167,2980-11518-Traditional,BAYONEEC___CTG1-NYISO-LMP,0.014619002,,predicted
12282,2773-9774-Traditional,INDNSUBILDAUX_3-SPP-LMP,0.014722631,,predicted
12283,2773-9773-Traditional,INDNSUBILDAUX_3-SPP-LMP,0.014722631,,predicted
32022,2159-7549-Traditional,NFP1_1_GNODE1-CAISO-LMP,0.01479531,,predicted
32023,2159-7548-Traditional,NFP1_1_GNODE1-CAISO-LMP,0.01479531,,predicted
16399,1756-6146-Traditional,WAUEFTPECKLD1_UGP_COSUP-SPP-LMP,0.014867926,,predicted
16400,1756-6143-Traditional,WAUEFTPECKLD1_UGP_COSUP-SPP-LMP,0.014867926,,predicted
16401,1756-6142-Traditional,WAUEFTPECKLD1_UGP_COSUP-SPP-LMP,0.014867926,,predicted
16402,1756-6145-Traditional,WAUEFTPECKLD1_UGP_COSUP-SPP-LMP,0.014867926,,predicted
16403,1756-6144-Traditional,WAUEFTPECKLD1_UGP_COSUP-SPP-LMP,0.014867926,,predicted
16196,1448-5080-Traditional,DPC.EKM1-MISO-LMP,0.01491437,,predicted
16197,1448-5081-Traditional,DPC.EKM1-MISO-LMP,0.01491437,,predicted
16198,1448-11378-Traditional,DPC.EKM1-MISO-LMP,0.01491437,,predicted
16199,1448-11379-Traditional,DPC.EKM1-MISO-LMP,0.01491437,,predicted
19320,1373-4819-Traditional,EAI.AECCHYDRO2-MISO-LMP,0.015122827,,predicted
19321,1373-4818-Traditional,EAI.AECCHYDRO2-MISO-LMP,0.015122827,,predicted
19322,1373-4820-Traditional,EAI.AECCHYDRO2-MISO-LMP,0.015122827,,predicted
31645,39298-Renewable,HURONGEN_7_ND002-CAISO-LMP,0.015251263,,predicted
32595,1809-14184-Traditional,WEC.KAC_ISPP-MISO-LMP,0.015912761,,predicted
22017,62034-Renewable,GOLD    115 KV  NO.1 T-PJM-LMP,0.015942127,,predicted
34690,62697-Renewable,AMIL.NEWT_1.AZ-MISO-LMP,0.016015185,,predicted
34691,2946-EnergyStorage,AMIL.NEWT_1.AZ-MISO-LMP,0.016015185,,predicted
64742,2517-8733-Traditional,WEC.KAC_ISPP-MISO-LMP,0.016231581,,predicted
28529,1938-EnergyStorage,LK_LNODE12A-CAISO-LMP,0.016481819,,predicted
33203,5290-Renewable,NSP.AGASSIZBE-MISO-LMP,0.016620616,,predicted
32303,640-2184-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
32304,640-2182-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
32305,640-2186-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
32306,640-2183-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
32307,640-2185-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
32308,640-2187-Traditional,EB_SRB_3751-ERCOT-LMP,0.016638742,,predicted
26837,5204-17136-Traditional,SODA_NODE2-CAISO-LMP,0.016668767,,predicted
26838,5204-17137-Traditional,SODA_NODE2-CAISO-LMP,0.016668767,,predicted
26087,1576-EnergyStorage,EB_U2_X5-ERCOT-LMP,0.01669058,,predicted
34245,5959-19192-Traditional,KYOCERA_6_N001-CAISO-LMP,0.016738034,,predicted
34246,5959-19191-Traditional,KYOCERA_6_N001-CAISO-LMP,0.016738034,,predicted
920,1487-14974-Traditional,BMPR_GNODE011-CAISO-LMP,0.017002142,,predicted
921,1487-5190-Traditional,BMPR_GNODE011-CAISO-LMP,0.017002142,,predicted
922,1487-14973-Traditional,BMPR_GNODE011-CAISO-LMP,0.017002142,,predicted
2939,2158-14501-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2940,2158-14499-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2941,2158-7545-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2942,2158-7543-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2943,2158-14498-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2944,2158-14500-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2945,2158-7542-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2946,2158-7546-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2947,2158-7547-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2948,2158-7544-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2949,2158-14497-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
2950,2158-14502-Traditional,KING BCH_GNODE 1-CAISO-LMP,0.017102644,,predicted
33992,5606-EnergyStorage,CLOVER  7 KV    RS2A-PJM-LMP,0.017279845,,predicted
27102,7116-22914-Traditional,PERDUE  69 KV   LOAD1-PJM-LMP,0.017482199,,predicted
27103,7116-22915-Traditional,PERDUE  69 KV   LOAD1-PJM-LMP,0.017482199,,predicted
33801,2266-7896-Traditional,GWF#4_7_N001-CAISO-LMP,0.017509421,,predicted
29762,6179-19710-Traditional,STNSLSRP_7_B1-CAISO-LMP,0.017659346,,predicted
34331,1818-6350-Traditional,MCC_GNODEPKR-CAISO-LMP,0.017695108,,predicted
21927,5609-EnergyStorage,BEAUMEAD35 KV   TX1-PJM-LMP,0.018047133,,predicted
19062,114-326-Traditional,TAIT    12.5 KV LOAD-PJM-LMP,0.01809879,,predicted
19063,114-327-Traditional,TAIT    12.5 KV LOAD-PJM-LMP,0.01809879,,predicted
19064,114-324-Traditional,TAIT    12.5 KV LOAD-PJM-LMP,0.01809879,,predicted
19065,114-325-Traditional,TAIT    12.5 KV LOAD-PJM-LMP,0.01809879,,predicted
20948,3268-EnergyStorage,SANTIAGO_6_N026-CAISO-LMP,0.018675331,,predicted
22441,999-3393-Traditional,GRE.STBON1-MISO-LMP,0.019109478,,predicted
30525,5998-19251-Traditional,BIOMAS_NODEW-CAISO-LMP,0.0191537,,predicted
30526,5998-19252-Traditional,BIOMAS_NODEW-CAISO-LMP,0.0191537,,predicted
30527,5998-19253-Traditional,BIOMAS_NODEW-CAISO-LMP,0.0191537,,predicted
34923,1256-4435-Traditional,ALTW.OTTUMW1-MISO-LMP,0.019261302,,predicted
21891,5454-17853-Traditional,CLEARWA2_LNODED1-CAISO-LMP,0.019261938,,predicted
33233,5970-EnergyStorage,TNDICKNSON1-ERCOT-LMP,0.019300486,,predicted
12154,2751-9686-Traditional,R_TUTTLE_1-ERCOT-LMP,0.019337942,,predicted
12155,2751-14527-Traditional,R_TUTTLE_1-ERCOT-LMP,0.019337942,,predicted
12156,2751-9684-Traditional,R_TUTTLE_1-ERCOT-LMP,0.019337942,,predicted
12157,2751-9685-Traditional,R_TUTTLE_1-ERCOT-LMP,0.019337942,,predicted
14354,5120-16954-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
14355,5120-16955-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
14356,5120-16953-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
14357,5120-16957-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
14358,5120-16956-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
14359,5120-16958-Traditional,ONEILPMP_7_LN001-CAISO-LMP,0.019403196,,predicted
23963,5622-EnergyStorage,STONWLDP115 KV  DP1-PJM-LMP,0.019820795,,predicted
17170,32048-Renewable,LD.ADAMS   23-NEISO-LMP,0.019929146,,predicted
32765,4277-15389-Traditional,DIVISION_6_N001-CAISO-LMP,0.020133673,,predicted
32766,4490-15892-Traditional,DIVISION_6_N001-CAISO-LMP,0.020133673,,predicted
23643,36624-Renewable,ETIWANDA_6_GN001-CAISO-LMP,0.020436469,,predicted
3341,2198-7665-Traditional,OTP.SLWAYO1-MISO-LMP,0.020569592,,predicted
3342,2198-7666-Traditional,OTP.SLWAYO1-MISO-LMP,0.020569592,,predicted
22391,810-2838-Traditional,AEP.TILT1.PSED-MISO-LMP,0.020601345,,predicted
22392,810-2835-Traditional,AEP.TILT1.PSED-MISO-LMP,0.020601345,,predicted
22393,810-2836-Traditional,AEP.TILT1.PSED-MISO-LMP,0.020601345,,predicted
22394,810-2837-Traditional,AEP.TILT1.PSED-MISO-LMP,0.020601345,,predicted
29238,1494-5213-Traditional,MLPR_GNODE011-CAISO-LMP,0.020706413,,predicted
29239,1494-5212-Traditional,MLPR_GNODE011-CAISO-LMP,0.020706413,,predicted
29240,1494-5214-Traditional,MLPR_GNODE011-CAISO-LMP,0.020706413,,predicted
26001,1050-3575-Traditional,59TH STREET_GT_1-NYISO-LMP,0.020984367,,predicted
16462,1838-14003-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16463,1838-6406-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16464,1838-14005-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16465,1838-6405-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16466,1838-14006-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16467,1838-14007-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16468,1838-14008-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
16469,1838-14004-Traditional,LVCOGEN_GNODE 1-CAISO-LMP,0.021092159,,predicted
13448,3158-11183-Traditional,NCA2_GNODEIT-CAISO-LMP,0.021093445,,predicted
13449,3158-11184-Traditional,NCA2_GNODEIT-CAISO-LMP,0.021093445,,predicted
13450,3158-11182-Traditional,NCA2_GNODEIT-CAISO-LMP,0.021093445,,predicted
13451,3158-11181-Traditional,NCA2_GNODEIT-CAISO-LMP,0.021093445,,predicted
27735,2420-8380-Traditional,CLEC.TPS3-MISO-LMP,0.021140445,,predicted
27736,2420-8383-Traditional,CLEC.TPS3-MISO-LMP,0.021140445,,predicted
27737,2420-8381-Traditional,CLEC.TPS3-MISO-LMP,0.021140445,,predicted
27738,2420-8382-Traditional,CLEC.TPS3-MISO-LMP,0.021140445,,predicted
27739,2418-8371-Traditional,CLEC.TPS3-MISO-LMP,0.021140445,,predicted
34063,2147-7505-Traditional,FORBSTWN_7_B1-CAISO-LMP,0.021179541,,predicted
19818,1955-6786-Traditional,PSEMCKIT_7_B1-CAISO-LMP,0.021444387,,predicted
34845,5157-17032-Traditional,HIGH FALLS___HY-NYISO-LMP,0.02170484,,predicted
13445,3139-11111-Traditional,CIG_GNODEPKR-CAISO-LMP,0.021860014,,predicted
13446,3139-11113-Traditional,CIG_GNODEPKR-CAISO-LMP,0.021860014,,predicted
13447,3139-11112-Traditional,CIG_GNODEPKR-CAISO-LMP,0.021860014,,predicted
27274,7496-Renewable,SPSHITCHLDGOODWELL_AUX-SPP-LMP,0.022225023,,predicted
30140,2123-7437-Traditional,LD.DOREEN  23-NEISO-LMP,0.022225023,,predicted
29671,5055-16827-Traditional,POTTRVLY_7_N001-CAISO-LMP,0.022383845,,predicted
29672,5055-16828-Traditional,POTTRVLY_7_N001-CAISO-LMP,0.022383845,,predicted
29673,5055-16826-Traditional,POTTRVLY_7_N001-CAISO-LMP,0.022383845,,predicted
26107,1803-6310-Traditional,MP.TACHB1-MISO-LMP,0.022509038,,predicted
26108,1803-6311-Traditional,MP.TACHB1-MISO-LMP,0.022509038,,predicted
26109,1803-6312-Traditional,MP.TACHB1-MISO-LMP,0.022509038,,predicted
23139,2187-7639-Traditional,MDU.GLENULST6-MISO-LMP,0.022792721,,predicted
23140,2187-23554-Traditional,MDU.GLENULST6-MISO-LMP,0.022792721,,predicted
23141,2187-7638-Traditional,MDU.GLENULST6-MISO-LMP,0.022792721,,predicted
23142,2187-12961-Traditional,MDU.GLENULST6-MISO-LMP,0.022792721,,predicted
23066,1929-EnergyStorage,THERMLTO_2_N109-CAISO-LMP,0.023097057,,predicted
23067,1739-6089-Traditional,THERMLTO_2_N109-CAISO-LMP,0.023097057,,predicted
23068,1739-6086-Traditional,THERMLTO_2_N109-CAISO-LMP,0.023097057,,predicted
23069,1739-6088-Traditional,THERMLTO_2_N109-CAISO-LMP,0.023097057,,predicted
23070,1739-6087-Traditional,THERMLTO_2_N109-CAISO-LMP,0.023097057,,predicted
20373,246-820-Traditional,CIN.GIBSON.1-MISO-LMP,0.023649505,,predicted
20374,246-823-Traditional,CIN.GIBSON.1-MISO-LMP,0.023649505,,predicted
20375,246-822-Traditional,CIN.GIBSON.1-MISO-LMP,0.023649505,,predicted
20376,246-819-Traditional,CIN.GIBSON.1-MISO-LMP,0.023649505,,predicted
20377,246-821-Traditional,CIN.GIBSON.1-MISO-LMP,0.023649505,,predicted
19760,1893-6633-Traditional,HELLGT_W_13_KV_BRUCKNER_REV_LBMP_J-NYISO-LMP,0.023763789,,predicted
19761,1893-6634-Traditional,HELLGT_W_13_KV_BRUCKNER_REV_LBMP_J-NYISO-LMP,0.023763789,,predicted
25036,3146-11132-Traditional,NSP.NULM.4GT-MISO-LMP,0.023852969,,predicted
25037,3146-11134-Traditional,NSP.NULM.4GT-MISO-LMP,0.023852969,,predicted
25038,3146-11131-Traditional,NSP.NULM.4GT-MISO-LMP,0.023852969,,predicted
25039,3146-11133-Traditional,NSP.NULM.4GT-MISO-LMP,0.023852969,,predicted
25040,3146-13706-Traditional,NSP.NULM.4GT-MISO-LMP,0.023852969,,predicted
14520,5554-18099-Traditional,ELE_GNODETTL-CAISO-LMP,0.023962919,,predicted
14521,5554-18097-Traditional,ELE_GNODETTL-CAISO-LMP,0.023962919,,predicted
14522,5554-18100-Traditional,ELE_GNODETTL-CAISO-LMP,0.023962919,,predicted
14523,5554-18098-Traditional,ELE_GNODETTL-CAISO-LMP,0.023962919,,predicted
4128,290-961-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
4129,290-958-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
4130,290-959-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
4131,290-962-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
4132,290-963-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
4133,290-960-Traditional,SITHE_IND_GS1-NYISO-LMP,0.024184195,,predicted
22677,1262-4450-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
22678,1262-4454-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
22679,1262-4453-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
22680,1262-4455-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
22681,1262-4451-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
22682,1262-4452-Traditional,ALTW.LANSIN4-MISO-LMP,0.024247819,,predicted
87781,73315-Renewable,SME.SLVRCRK_1-MISO-LMP,0.02429912,,predicted
28155,6178-19709-Traditional,CVNT_7_GNODE1-CAISO-LMP,0.024309548,,predicted
32612,2171-7591-Traditional,FAR ROCKAWAY___4-NYISO-LMP,0.024814273,,predicted
35031,5455-17854-Traditional,EAGLEPOI_NODET-CAISO-LMP,0.025427514,,predicted
31262,6257-EnergyStorage,WAUEFORMNWALD1_BEPM-SPP-LMP,0.025494279,,predicted
11289,2038-7186-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
11290,2038-7188-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
11291,2038-7187-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
11292,2038-7190-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
11293,2038-13149-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
11294,2038-7189-Traditional,AMIL.ALSEYCTG1-MISO-LMP,0.025505255,,predicted
34842,49351-Renewable,SANBRDNO_6_N014-CAISO-LMP,0.025547336,,predicted
34742,2625-9208-Traditional,CWLP.INTERSA81-MISO-LMP,0.025603998,,predicted
3422,230-745-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
3423,230-740-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
3424,230-741-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
3425,230-738-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
3426,230-739-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
3427,230-743-Traditional,CIN.MADISON.1-MISO-LMP,0.025741743,,predicted
